threshold,grid_cell_id,period_id,latitude_band,ballooning_records,ballooning_events,ballooning_genera,n0_records,n0_events,n0_genera,paired_eligible
C2_D1_D2,BJA25K_C-0003_R+0009,P2006_2010,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0003_R+0009,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R+0009,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R+0009,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R-0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R-0001,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R-0001,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0003_R-0001,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0000,P2001_2005,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0000,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0000,P2011_2015,26-28N,0,0,0,21,1,2,0
C2_D1_D2,BJA25K_C-0004_R+0000,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0000,P2021_2025,26-28N,3,3,1,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0005,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0005,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0005,P2021_2025,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0006,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0006,P2021_2025,28-30N,3,3,2,11,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0008,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0008,P2006_2010,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0008,P2011_2015,28-30N,2,1,2,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0008,P2016_2020,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0008,P2021_2025,28-30N,2,2,2,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0009,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0009,P2016_2020,28-30N,0,0,0,3,2,1,0
C2_D1_D2,BJA25K_C-0004_R+0009,P2021_2025,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0010,P2001_2005,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R+0010,P2016_2020,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0004_R+0010,P2021_2025,28-30N,1,1,1,3,3,2,0
C2_D1_D2,BJA25K_C-0004_R-0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0001,P2006_2010,26-28N,0,0,0,3,3,3,0
C2_D1_D2,BJA25K_C-0004_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0001,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0001,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0002,P2011_2015,26-28N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C-0004_R-0002,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0004_R-0002,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0000,P2001_2005,26-28N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C-0005_R+0000,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0000,P2011_2015,26-28N,2,2,2,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0000,P2016_2020,26-28N,0,0,0,3,2,1,0
C2_D1_D2,BJA25K_C-0005_R+0000,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0006,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0006,P2021_2025,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0007,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0007,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0007,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0007,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0007,P2021_2025,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0009,P2006_2010,28-30N,0,0,0,2,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0009,P2011_2015,28-30N,0,0,0,7,2,3,0
C2_D1_D2,BJA25K_C-0005_R+0009,P2016_2020,28-30N,0,0,0,5,3,2,0
C2_D1_D2,BJA25K_C-0005_R+0009,P2021_2025,28-30N,4,4,2,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0010,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0010,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0010,P2021_2025,28-30N,3,3,3,8,8,3,0
C2_D1_D2,BJA25K_C-0005_R+0011,P2001_2005,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0011,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0011,P2016_2020,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0011,P2021_2025,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0012,P2001_2005,30-32N,5,1,1,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0012,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0012,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0012,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0012,P2021_2025,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0013,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0013,P2011_2015,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0013,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0013,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0015,P2006_2010,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0005_R+0015,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0015,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0005_R+0015,P2021_2025,30-32N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C-0006_R+0000,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0000,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0000,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0000,P2016_2020,26-28N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C-0006_R+0000,P2021_2025,26-28N,2,2,1,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0001,P2006_2010,26-28N,0,0,0,2,1,2,0
C2_D1_D2,BJA25K_C-0006_R+0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0001,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0001,P2021_2025,26-28N,0,0,0,3,3,2,0
C2_D1_D2,BJA25K_C-0006_R+0007,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0007,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0007,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0007,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0007,P2021_2025,28-30N,2,2,2,2,2,2,0
C2_D1_D2,BJA25K_C-0006_R+0008,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0008,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0008,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0008,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0008,P2021_2025,28-30N,5,5,1,3,2,2,0
C2_D1_D2,BJA25K_C-0006_R+0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0009,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0009,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0009,P2021_2025,28-30N,4,4,3,8,7,2,0
C2_D1_D2,BJA25K_C-0006_R+0010,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0010,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0010,P2021_2025,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0011,P2006_2010,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0006_R+0011,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0011,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0011,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0015,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0015,P2011_2015,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0006_R+0015,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0015,P2021_2025,30-32N,5,5,2,11,11,3,0
C2_D1_D2,BJA25K_C-0006_R+0016,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0016,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0016,P2011_2015,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0006_R+0016,P2016_2020,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0016,P2021_2025,30-32N,1,1,1,4,4,3,0
C2_D1_D2,BJA25K_C-0006_R+0017,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0017,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0017,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0017,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0017,P2021_2025,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0006_R+0018,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0018,P2006_2010,30-32N,5,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0018,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0018,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0006_R+0018,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0010,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0010,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0010,P2021_2025,28-30N,3,3,1,4,4,3,0
C2_D1_D2,BJA25K_C-0007_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0015,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0015,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0015,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0015,P2021_2025,30-32N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C-0007_R+0016,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0016,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0016,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0016,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0016,P2021_2025,30-32N,3,3,2,7,6,3,0
C2_D1_D2,BJA25K_C-0007_R+0017,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0017,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0017,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0017,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0017,P2021_2025,30-32N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C-0007_R+0019,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0019,P2006_2010,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0019,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0019,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0007_R+0019,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0011,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0011,P2016_2020,30-32N,1,1,1,3,3,2,0
C2_D1_D2,BJA25K_C-0008_R+0011,P2021_2025,30-32N,0,0,0,2,2,1,0
C2_D1_D2,BJA25K_C-0008_R+0012,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0012,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0012,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0012,P2016_2020,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0012,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0015,P2006_2010,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0015,P2011_2015,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0008_R+0015,P2016_2020,30-32N,5,5,2,4,4,2,0
C2_D1_D2,BJA25K_C-0008_R+0015,P2021_2025,30-32N,12,12,3,11,8,4,1
C2_D1_D2,BJA25K_C-0008_R+0016,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0016,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0016,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0016,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0016,P2021_2025,30-32N,5,5,2,8,8,3,0
C2_D1_D2,BJA25K_C-0008_R+0017,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0017,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0017,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0008_R+0017,P2016_2020,30-32N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0008_R+0017,P2021_2025,30-32N,3,3,1,2,1,1,0
C2_D1_D2,BJA25K_C-0009_R+0010,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0010,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0010,P2021_2025,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C-0009_R+0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0011,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0011,P2016_2020,30-32N,2,2,2,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0011,P2021_2025,30-32N,7,5,2,4,3,3,0
C2_D1_D2,BJA25K_C-0009_R+0012,P2001_2005,30-32N,4,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0012,P2006_2010,30-32N,5,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0012,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0012,P2016_2020,30-32N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0012,P2021_2025,30-32N,7,7,2,1,1,1,0
C2_D1_D2,BJA25K_C-0009_R+0013,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0013,P2011_2015,30-32N,0,0,0,20,2,4,0
C2_D1_D2,BJA25K_C-0009_R+0013,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0013,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0014,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0014,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0014,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0014,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0014,P2021_2025,30-32N,7,5,1,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0015,P2006_2010,30-32N,9,3,3,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0015,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0015,P2016_2020,30-32N,13,13,10,3,3,3,0
C2_D1_D2,BJA25K_C-0009_R+0015,P2021_2025,30-32N,24,23,8,10,10,8,1
C2_D1_D2,BJA25K_C-0009_R+0016,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0016,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0016,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0016,P2016_2020,30-32N,3,3,1,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0016,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0017,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0017,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0017,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0017,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0017,P2021_2025,30-32N,3,2,3,2,2,1,0
C2_D1_D2,BJA25K_C-0009_R+0018,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0018,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0018,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0018,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0018,P2021_2025,30-32N,4,4,3,4,4,2,0
C2_D1_D2,BJA25K_C-0009_R+0019,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0019,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0019,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0009_R+0019,P2016_2020,30-32N,0,0,0,3,2,2,0
C2_D1_D2,BJA25K_C-0009_R+0019,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0012,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0012,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0012,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0012,P2016_2020,30-32N,20,3,8,11,5,6,1
C2_D1_D2,BJA25K_C-0010_R+0012,P2021_2025,30-32N,2,2,2,3,2,2,0
C2_D1_D2,BJA25K_C-0010_R+0013,P2001_2005,30-32N,4,1,1,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0013,P2011_2015,30-32N,0,0,0,92,9,6,0
C2_D1_D2,BJA25K_C-0010_R+0013,P2016_2020,30-32N,8,7,5,8,4,3,1
C2_D1_D2,BJA25K_C-0010_R+0013,P2021_2025,30-32N,29,28,7,9,8,4,1
C2_D1_D2,BJA25K_C-0010_R+0014,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0014,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0014,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0014,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0014,P2021_2025,30-32N,11,10,4,1,1,1,0
C2_D1_D2,BJA25K_C-0010_R+0015,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0015,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0015,P2011_2015,30-32N,0,0,0,170,7,9,0
C2_D1_D2,BJA25K_C-0010_R+0015,P2016_2020,30-32N,1,1,1,3,3,3,0
C2_D1_D2,BJA25K_C-0010_R+0015,P2021_2025,30-32N,2,2,2,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0016,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0016,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0016,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0016,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0016,P2021_2025,30-32N,2,2,1,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0018,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0018,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0018,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0018,P2016_2020,30-32N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C-0010_R+0018,P2021_2025,30-32N,3,3,3,3,3,1,0
C2_D1_D2,BJA25K_C-0010_R+0019,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0019,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0019,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0019,P2016_2020,30-32N,10,9,6,4,4,2,0
C2_D1_D2,BJA25K_C-0010_R+0019,P2021_2025,30-32N,8,7,3,2,2,2,0
C2_D1_D2,BJA25K_C-0010_R+0020,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0020,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C-0010_R+0020,P2011_2015,,0,0,0,0,0,0,0
